From,To,Species,Gene Name,,,,,,,,,Gene stable ID,Transcript stable ID,,,,Elements only in List 2 :
101248140,Solyc01g095430.3,Solanum lycopersicum,"protein CURVATURE THYLAKOID 1A, chloroplastic(LOC101248140)",,,,,,,,,,,,,,
101252648,Solyc11g012100.2,Solanum lycopersicum,"phosphoribosylglycinamide formyltransferase, chloroplastic(LOC101252648)",,,,,,,,,,,,,,
101251312,Solyc08g080050.3,Solanum lycopersicum,"PGR5-like protein 1A, chloroplastic(LOC101251312)",,,,,,,,,,,,,,
101262417,Solyc05g007680.1,Solanum lycopersicum,uncharacterized protein Rv1502(LOC101262417),,,,,,,,,,,,,,
101265923,Solyc05g026240.2,Solanum lycopersicum,leucine-rich repeat extensin-like protein 4(LOC101265923),,,,,,,,,,,,,,
101263744,Solyc09g007110.3,Solanum lycopersicum,probable LRR receptor-like serine/threonine-protein kinase At4g20940(LOC101263744),,,,,,,,,,,,,,
101263742,Solyc09g011690.3,Solanum lycopersicum,uncharacterized LOC101263742(LOC101263742),,,,,,,,,,,,,,
101252632,Solyc01g107650.3,Solanum lycopersicum,probable LRR receptor-like serine/threonine-protein kinase At4g37250(LOC101252632),,,,,,,,,,,,,,
101261573,Solyc02g071110.3,Solanum lycopersicum,probable purine permease 10(LOC101261573),,,,,,,,,,,,,,
101263759,Solyc01g096360.3,Solanum lycopersicum,Rho GTPase activating protein 2(LOC101263759),,,,,,,,,,,,,,
101248137,Solyc01g088660.3,Solanum lycopersicum,uncharacterized LOC101248137(LOC101248137),,,,,,,,,,,,,,
101268176,Solyc04g050920.3,Solanum lycopersicum,uncharacterized LOC101268176(LOC101268176),,,,,,,,,,,,,,
101250889,Solyc05g013960.3,Solanum lycopersicum,oxysterol-binding protein-related protein 1D(LOC101250889),,,,,,,,,,,,,,
101256189,Solyc06g065040.3,Solanum lycopersicum,transcription factor bHLH81-like(LOC101256189),,,,,,,,,,,,,,
101259699,Solyc02g080230.3,Solanum lycopersicum,CRIB domain-containing protein RIC10(LOC101259699),,,,,,,,,,,,,,
101256188,Solyc06g075610.1,Solanum lycopersicum,exocyst complex component EXO70H1-like(LOC101256188),,,,,,,,,,,,,,
101250403,Solyc05g010400.3,Solanum lycopersicum,protein NSP-INTERACTING KINASE 1(LOC101250403),,,,,,,,,,,,,,
101250883,Solyc04g008690.3,Solanum lycopersicum,uncharacterized LOC101250883(LOC101250883),,,,,,,,,,,,,,
101259692,Solyc10g085680.2,Solanum lycopersicum,"serine/threonine-protein kinase STN8, chloroplastic(LOC101259692)",,,,,,,,,,,,,,
101258365,Solyc05g005877.1,Solanum lycopersicum,probable serine/threonine-protein kinase PBL28(LOC101258365),,,,,,,,,,,,,,
101256186,Solyc05g041430.3,Solanum lycopersicum,uncharacterized LOC101256186(LOC101256186),,,,,,,,,,,,,,
101261547,Solyc01g006940.3,Solanum lycopersicum,"33 kDa ribonucleoprotein, chloroplastic(LOC101261547)",,,,,,,,,,,,,,
101262877,Solyc02g093360.3,Solanum lycopersicum,serine/threonine-protein kinase D6PK(LOC101262877),,,,,,,,,,,,,,
101261549,Solyc09g008240.3,Solanum lycopersicum,ABC transporter B family member 14(ABCB14),,,,,,,,,,,,,,
101262874,Solyc02g036460.3,Solanum lycopersicum,uncharacterized protein At1g65710-like(LOC101262874),,,,,,,,,,,,,,
101263722,Solyc07g006520.3,Solanum lycopersicum,"preprotein translocase subunit SCY1, chloroplastic(LOC101263722)",,,,,,,,,,,,,,
101260696,Solyc11g073010.1,Solanum lycopersicum,exocyst complex component EXO70H1(LOC101260696),,,,,,,,,,,,,,
101262875,Solyc10g079200.2,Solanum lycopersicum,mitochondrial carnitine/acylcarnitine carrier-like protein(LOC101262875),,,,,,,,,,,,,,
101248551,Solyc12g041880.2,Solanum lycopersicum,Protein NEOXANTHIN-DEFICIENT 1(NXD1),,,,,,,,,,,,,,
101247221,Solyc05g032660.3,Solanum lycopersicum,"chlorophyll(ide) b reductase NOL, chloroplastic(LOC101247221)",,,,,,,,,,,,,,
101246373,Solyc09g007810.3,Solanum lycopersicum,auxin response factor 16A(ARF16A),,,,,,,,,,,,,,
104644778,Solyc11g069420.1,Solanum lycopersicum,uncharacterized LOC104644778(LOC104644778),,,,,,,,,,,,,,
101250878,Solyc03g111840.3,Solanum lycopersicum,"28 kDa ribonucleoprotein, chloroplastic(LOC101250878)",,,,,,,,,,,,,,
101259689,Solyc10g080390.2,Solanum lycopersicum,serine/threonine-protein kinase Nek6-like(LOC101259689),,,,,,,,,,,,,,
101259687,Solyc02g021430.1,Solanum lycopersicum,"transcription termination factor MTEF1, chloroplastic(LOC101259687)",,,,,,,,,,,,,,
101250874,Solyc12g098890.2,Solanum lycopersicum,"50S ribosomal protein L18, chloroplastic(LOC101250874)",,,,,,,,,,,,,,
101251722,Solyc01g104030.3,Solanum lycopersicum,potassium channel AKT2/3(LOC101251722),,,,,,,,,,,,,,
101262880,Solyc10g086440.2,Solanum lycopersicum,dof zinc finger protein DOF2.4-like(LOC101262880),,,,,,,,,,,,,,
101259201,Solyc01g112290.3,Solanum lycopersicum,"glutamate--tRNA ligase, chloroplastic/mitochondrial(LOC101259201)",,,,,,,,,,,,,,
101245047,Solyc03g110940.3,Solanum lycopersicum,uncharacterized protein slr0889(LOC101245047),,,,,,,,,,,,,,
101263737,Solyc08g042050.3,Solanum lycopersicum,"DEAD-box ATP-dependent RNA helicase 3, chloroplastic(LOC101263737)",,,,,,,,,,,,,,
101262888,Solyc11g066410.2,Solanum lycopersicum,"50S ribosomal protein L9, chloroplastic(LOC101262888)",,,,,,,,,,,,,,
101245045,Solyc03g113240.3,Solanum lycopersicum,uncharacterized LOC101245045(LOC101245045),,,,,,,,,,,,,,
101265913,Solyc04g010290.3,Solanum lycopersicum,beta-glucuronosyltransferase GlcAT14B(LOC101265913),,,,,,,,,,,,,,
101249885,Solyc02g066920.3,Solanum lycopersicum,"protein CHLORORESPIRATORY REDUCTION 7, chloroplastic(LOC101249885)",,,,,,,,,,,,,,
101263732,Solyc07g066150.1,Solanum lycopersicum,"photosystem I reaction center subunit V, chloroplastic(LOC101263732)",,,,,,,,,,,,,,
101249431,Solyc02g077590.1,Solanum lycopersicum,homeobox-leucine zipper protein ATHB-52(LOC101249431),,,,,,,,,,,,,,
101249433,Solyc12g005880.2,Solanum lycopersicum,"probable beta-1,3-galactosyltransferase 2(LOC101249433)",,,,,,,,,,,,,,
101253936,Solyc09g082560.3,Solanum lycopersicum,IQ domain-containing protein(LOC101253936),,,,,,,,,,,,,,
543831,Solyc06g083230.3,Solanum lycopersicum,GTP cyclohydrolase 1(GCH1),,,,,,,,,,,,,,
101252601,Solyc07g006035.1,Solanum lycopersicum,protein TSS(LOC101252601),,,,,,,,,,,,,,
101258383,Solyc07g008670.3,Solanum lycopersicum,TONNEAU1 recruiting motif 5(TRM5),,,,,,,,,,,,,,
101258381,Solyc06g084480.3,Solanum lycopersicum,"protease Do-like 2, chloroplastic(LOC101258381)",,,,,,,,,,,,,,
101259233,Solyc04g009420.3,Solanum lycopersicum,"psbP domain-containing protein 2, chloroplastic(LOC101259233)",,,,,,,,,,,,,,
101257056,Solyc03g119530.3,Solanum lycopersicum,LOB domain-containing protein 40(LOC101257056),,,,,,,,,,,,,,
101260673,Solyc10g005110.3,Solanum lycopersicum,"coproporphyrinogen-III oxidase 1, chloroplastic(LOC101260673)",,,,,,,,,,,,,,
101249435,Solyc12g013810.2,Solanum lycopersicum,thioredoxin 1(LOC101249435),,,,,,,,,,,,,,
101248589,Solyc07g005830.3,Solanum lycopersicum,"translation initiation factor IF3-4, chloroplastic(LOC101248589)",,,,,,,,,,,,,,
101246390,Solyc10g080840.1,Solanum lycopersicum,alkane hydroxylase MAH1-like(LOC101246390),,,,,,,,,,,,,,
101248575,Solyc05g013810.3,Solanum lycopersicum,glycosyl hydrolase 5 family protein(LOC101248575),,,,,,,,,,,,,,
101259227,Solyc03g114930.3,Solanum lycopersicum,"psbP-like protein 1, chloroplastic(LOC101259227)",,,,,,,,,,,,,,
101250417,Solyc06g074380.3,Solanum lycopersicum,uncharacterized LOC101250417(LOC101250417),,,,,,,,,,,,,,
101259225,Solyc12g088480.2,Solanum lycopersicum,cell division cycle-associated 7-like protein(LOC101259225),,,,,,,,,,,,,,
101250412,Solyc06g005310.3,Solanum lycopersicum,transcription factor MYB48-like(LOC101250412),,,,,,,,,,,,,,
101258371,Solyc05g051410.3,Solanum lycopersicum,cyclin-D4-1-like(LOC101258371),,,,,,,,,,,,,,
101261530,Solyc06g069450.3,Solanum lycopersicum,uncharacterized LOC101261530(LOC101261530),,,,,,,,,,,,,,
101259222,Solyc03g093140.3,Solanum lycopersicum,putative glycerol-3-phosphate transporter 1(LOC101259222),,,,,,,,,,,,,,
101258375,Solyc06g051960.3,Solanum lycopersicum,probable pectinesterase/pectinesterase inhibitor 34(LOC101258375),,,,,,,,,,,,,,
101259223,Solyc12g056620.2,Solanum lycopersicum,"light-harvesting complex-like protein OHP2, chloroplastic(LOC101259223)",,,,,,,,,,,,,,
101262868,Solyc01g111410.3,Solanum lycopersicum,protein prenyltransferase alpha subunit repeat-containing protein 1-B(LOC101262868),,,,,,,,,,,,,,
101263714,Solyc06g072700.3,Solanum lycopersicum,heavy metal-associated isoprenylated plant protein 7(LOC101263714),,,,,,,,,,,,,,
101248576,Solyc05g015630.3,Solanum lycopersicum,nuclear transport factor 2B(LOC101248576),,,,,,,,,,,,,,
101255057,Solyc11g032200.2,Solanum lycopersicum,triacylglycerol lipase 1(LOC101255057),,,,,,,,,,,,,,
101251933,Solyc10g009507.1,Solanum lycopersicum,putative anthocyanidin reductase(LOC101251933),,,,,,,,,,,,,,
101267041,Solyc08g061590.3,Solanum lycopersicum,pentatricopeptide repeat-containing protein At1g62350(LOC101267041),,,,,,,,,,,,,,
101248769,Solyc04g076040.3,Solanum lycopersicum,cyclin-D2-1(LOC101248769),,,,,,,,,,,,,,
101261743,Solyc01g079180.3,Solanum lycopersicum,probable pectinesterase 53(LOC101261743),,,,,,,,,,,,,,
101259409,Solyc12g014220.2,Solanum lycopersicum,stress response protein NST1(LOC101259409),,,,,,,,,,,,,,
101260417,Solyc03g113730.3,Solanum lycopersicum,uncharacterized LOC101260417(LOC101260417),,,,,,,,,,,,,,
101245240,Solyc12g096900.2,Solanum lycopersicum,protein PHLOEM PROTEIN 2-LIKE A8(LOC101245240),,,,,,,,,,,,,,
101259886,Solyc01g098740.3,Solanum lycopersicum,probable serine/threonine-protein kinase PBL7(LOC101259886),,,,,,,,,,,,,,
101259402,Solyc11g066280.2,Solanum lycopersicum,ribosome production factor 1(LOC101259402),,,,,,,,,,,,,,
101257225,Solyc10g080190.1,Solanum lycopersicum,uncharacterized LOC101257225(LOC101257225),,,,,,,,,,,,,,
101251921,Solyc01g089850.3,Solanum lycopersicum,cyclin-U4-1(LOC101251921),,,,,,,,,,,,,,
101259404,Solyc11g071820.2,Solanum lycopersicum,probable receptor-like protein kinase At1g49730(LOC101259404),,,,,,,,,,,,,,
101259889,Solyc01g106790.3,Solanum lycopersicum,uncharacterized LOC101259889(LOC101259889),,,,,,,,,,,,,,
101249607,Solyc11g072490.2,Solanum lycopersicum,interactor of constitutive active ROPs 3(LOC101249607),,,,,,,,,,,,,,
101245244,Solyc03g112150.1,Solanum lycopersicum,"elongation factor TuA, chloroplastic(LOC101245244)",,,,,,,,,,,,,,
101245244,Solyc06g071790.3,Solanum lycopersicum,"elongation factor TuA, chloroplastic(LOC101245244)",,,,,,,,,,,,,,
101260427,Solyc04g074410.2,Solanum lycopersicum,protein EXORDIUM-like(LOC101260427),,,,,,,,,,,,,,
101260420,Solyc04g008260.3,Solanum lycopersicum,purple acid phosphatase 4(LOC101260420),,,,,,,,,,,,,,
101261751,Solyc01g097330.3,Solanum lycopersicum,light-inducible protein CPRF2(LOC101261751),,,,,,,,,,,,,,
104648378,Solyc07g056360.1,Solanum lycopersicum,transcription factor PAR1(LOC104648378),,,,,,,,,,,,,,
101261754,Solyc01g101070.3,Solanum lycopersicum,ABC transporter G family member 33(ABCG33),,,,,,,,,,,,,,
101261719,Solyc06g068230.3,Solanum lycopersicum,protein TSS(LOC101261719),,,,,,,,,,,,,,
101245274,Solyc08g067430.3,Solanum lycopersicum,uncharacterized LOC101245274(LOC101245274),,,,,,,,,,,,,,
101245272,Solyc08g013845.1,Solanum lycopersicum,"beta-D-glucosyl crocetin beta-1,6-glucosyltransferase-like(LOC101245272)",,,,,,,,,,,,,,
101261718,Solyc06g073940.3,Solanum lycopersicum,"protein FAF-like, chloroplastic(LOC101261718)",,,,,,,,,,,,,,
101258104,Solyc01g098640.3,Solanum lycopersicum,"UPF0603 protein At1g54780, chloroplastic(LOC101258104)",,,,,,,,,,,,,,
101266172,Solyc01g109550.2,Solanum lycopersicum,"transcription termination factor MTEF1, chloroplastic(LOC101266172)",,,,,,,,,,,,,,
101252800,Solyc08g059700.2,Solanum lycopersicum,uncharacterized LOC101252800(LOC101252800),,,,,,,,,,,,,,
101250622,Solyc09g011330.2,Solanum lycopersicum,putative receptor protein kinase ZmPK1(LOC101250622),,,,,,,,,,,,,,
101259438,Solyc05g014510.3,Solanum lycopersicum,putative ankyrin repeat protein RF_0381(LOC101259438),,,,,,,,,,,,,,
101258581,Solyc08g082170.3,Solanum lycopersicum,probable polygalacturonase(LOC101258581),,,,,,,,,,,,,,
101257251,Solyc03g119860.3,Solanum lycopersicum,"peptidyl-prolyl cis-trans isomerase CYP26-2, chloroplastic(LOC101257251)",,,,,,,,,,,,,,
101257254,Solyc03g115000.3,Solanum lycopersicum,TONNEAU1 recruiting motif 3/4(TRM3/4),,,,,,,,,,,,,,
101248301,Solyc05g053400.2,Solanum lycopersicum,zeatin O-xylosyltransferase-like(LOC101248301),,,,,,,,,,,,,,
101248301,Solyc05g053120.1,Solanum lycopersicum,zeatin O-xylosyltransferase-like(LOC101248301),,,,,,,,,,,,,,
101245262,Solyc06g072360.3,Solanum lycopersicum,protein SHOOT GRAVITROPISM 5-like(LOC101245262),,,,,,,,,,,,,,
101266183,Solyc02g069630.3,Solanum lycopersicum,subtilisin-like protease SBT2.3(LOC101266183),,,,,,,,,,,,,,
101257248,Solyc03g083300.3,Solanum lycopersicum,mediator of RNA polymerase II transcription subunit 22a(LOC101257248),,,,,,,,,,,,,,
101259427,Solyc03g120885.1,Solanum lycopersicum,uncharacterized LOC101259427(LOC101259427),,,,,,,,,,,,,,
101258570,Solyc07g054560.1,Solanum lycopersicum,serine/arginine repetitive matrix protein 1-like(LOC101258570),,,,,,,,,,,,,,
101267036,Solyc07g032385.1,Solanum lycopersicum,pentatricopeptide repeat-containing protein At5g21222(LOC101267036),,,,,,,,,,,,,,
101257242,Solyc12g010840.2,Solanum lycopersicum,"ketol-acid reductoisomerase, chloroplastic-like(LOC101257242)",,,,,,,,,,,,,,
101247444,Solyc07g063430.3,Solanum lycopersicum,uncharacterized LOC101247444(LOC101247444),,,,,,,,,,,,,,
101260889,Solyc11g006580.2,Solanum lycopersicum,"nudix hydrolase 26, chloroplastic(LOC101260889)",,,,,,,,,,,,,,
101260882,Solyc10g044710.2,Solanum lycopersicum,uncharacterized LOC101260882(LOC101260882),,,,,,,,,,,,,,
101248774,Solyc05g009080.3,Solanum lycopersicum,putative DNA-binding protein PPP1(LOC101248774),,,,,,,,,,,,,,
100874539,Solyc10g084150.2,Solanum lycopersicum,cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG6(LOG6),,,,,,,,,,,,,,
101261732,Solyc08g082090.1,Solanum lycopersicum,uncharacterized LOC101261732(LOC101261732),,,,,,,,,,,,,,
101260885,Solyc02g093430.3,Solanum lycopersicum,uncharacterized LOC101260885(LOC101260885),,,,,,,,,,,,,,
101259859,Solyc07g055710.3,Solanum lycopersicum,heat stress transcription factor A-4c(LOC101259859),,,,,,,,,,,,,,
101245693,Solyc01g079580.3,Solanum lycopersicum,uncharacterized LOC101245693(LOC101245693),,,,,,,,,,,,,,
101245690,Solyc09g005750.3,Solanum lycopersicum,TONNEAU1 recruiting motif 19(TRM19),,,,,,,,,,,,,,
101268331,Solyc02g024070.3,Solanum lycopersicum,homeobox-leucine zipper protein ATHB-14-like(LOC101268331),,,,,,,,,,,,,,
101266152,Solyc09g008640.1,Solanum lycopersicum,wall-associated receptor kinase-like 20(LOC101266152),,,,,,,,,,,,,,
101255495,Solyc05g049990.3,Solanum lycopersicum,heavy metal-associated isoprenylated plant protein 39-like(LOC101255495),,,,,,,,,,,,,,
101257676,Solyc06g084045.1,Solanum lycopersicum,"photosystem II reaction center W protein, chloroplastic(LOC101257676)",,,,,,,,,,,,,,
101256345,Solyc02g071320.3,Solanum lycopersicum,uncharacterized LOC101256345(LOC101256345),,,,,,,,,,,,,,
101255014,Solyc08g008120.3,Solanum lycopersicum,putative DET1 complexing ubiquitin ligase(LOC101255014),,,,,,,,,,,,,,
101266150,Solyc01g014375.1,Solanum lycopersicum,IRK-interacting protein-like(LOC101266150),,,,,,,,,,,,,,
101254168,Solyc12g014020.2,Solanum lycopersicum,SOSS complex subunit B homolog(LOC101254168),,,,,,,,,,,,,,
101255499,Solyc06g049040.3,Solanum lycopersicum,transcription factor RF2b-like(LOC101255499),,,,,,,,,,,,,,
101255018,Solyc08g068100.3,Solanum lycopersicum,nitrate regulatory gene2 protein(LOC101255018),,,,,,,,,,,,,,
101267005,Solyc03g093540.1,Solanum lycopersicum,ethylene response factor B.4(ERF-B4),,,,,,,,,,,,,,
101245219,Solyc02g088350.3,Solanum lycopersicum,uncharacterized LOC101245219(LOC101245219),,,,,,,,,,,,,,
101244365,Solyc04g050730.3,Solanum lycopersicum,GDSL-motif esterase/acyltransferase/lipase(LOC101244365),,,,,,,,,,,,,,
101248725,Solyc01g111890.3,Solanum lycopersicum,F-box/LRR-repeat protein 10(LOC101248725),,,,,,,,,,,,,,
101246541,Solyc06g061010.3,Solanum lycopersicum,uncharacterized LOC101246541(LOC101246541),,,,,,,,,,,,,,
101268337,Solyc02g085950.3,Solanum lycopersicum,"ribulose bisphosphate carboxylase small chain 3B, chloroplastic-like(RBCS4)",,,,,,,,,,,,,,
101245698,Solyc01g097910.2,Solanum lycopersicum,rubredoxin(LOC101245698),,,,,,,,,,,,,,
101260851,Solyc01g005120.3,Solanum lycopersicum,probable xyloglucan endotransglucosylase/hydrolase protein 28(LOC101260851),,,,,,,,,,,,,,
101260852,Solyc09g011810.3,Solanum lycopersicum,"fructose-1,6-bisphosphatase 1, chloroplastic(LOC101260852)",,,,,,,,,,,,,,
101267492,Solyc03g063240.3,Solanum lycopersicum,uncharacterized LOC101267492(LOC101267492),,,,,,,,,,,,,,
101260859,Solyc09g025270.3,Solanum lycopersicum,U-box domain-containing protein 3(LOC101260859),,,,,,,,,,,,,,
101268341,Solyc02g078490.3,Solanum lycopersicum,splicing factor U2af large subunit A(LOC101268341),,,,,,,,,,,,,,
101245680,Solyc08g048240.3,Solanum lycopersicum,"bifunctional protein FolD 1, mitochondrial(LOC101245680)",,,,,,,,,,,,,,
101266162,Solyc01g095000.3,Solanum lycopersicum,uncharacterized LOC101266162(LOC101266162),,,,,,,,,,,,,,
101255003,Solyc06g030470.3,Solanum lycopersicum,protein UPSTREAM OF FLC(LOC101255003),,,,,,,,,,,,,,
101259841,Solyc05g005900.3,Solanum lycopersicum,uncharacterized LOC101259841(LOC101259841),,,,,,,,,,,,,,
101258999,Solyc10g005210.3,Solanum lycopersicum,DNA-3-methyladenine glycosylase 1-like(LOC101258999),,,,,,,,,,,,,,
104644816,Solyc12g005240.1,Solanum lycopersicum,uncharacterized LOC104644816(LOC104644816),,,,,,,,,,,,,,
101258991,Solyc09g061420.3,Solanum lycopersicum,uncharacterized LOC101258991(LOC101258991),,,,,,,,,,,,,,
101248713,Solyc09g072690.1,Solanum lycopersicum,cation/calcium exchanger 1(LOC101248713),,,,,,,,,,,,,,
101245683,Solyc08g079180.3,Solanum lycopersicum,"elongation factor G, chloroplastic(LOC101245683)",,,,,,,,,,,,,,
101260866,Solyc01g086640.2,Solanum lycopersicum,O-fucosyltransferase 20-like(LOC101260866),,,,,,,,,,,,,,
101245689,Solyc01g005230.3,Solanum lycopersicum,probable S-adenosylmethionine-dependent methyltransferase At5g38780(LOC101245689),,,,,,,,,,,,,,
101245206,Solyc01g099240.3,Solanum lycopersicum,"probable 3-hydroxyisobutyrate dehydrogenase-like 1, mitochondrial(LOC101245206)",,,,,,,,,,,,,,
101247867,Solyc01g107430.2,Solanum lycopersicum,zinc finger protein 4(LOC101247867),,,,,,,,,,,,,,
101268348,Solyc11g065320.2,Solanum lycopersicum,zinc finger CCCH domain-containing protein 22(LOC101268348),,,,,,,,,,,,,,
101248710,Solyc09g066100.3,Solanum lycopersicum,histone H1-like(LOC101248710),,,,,,,,,,,,,,
101260824,Solyc06g050350.3,Solanum lycopersicum,WEB family protein At2g38370-like(LOC101260824),,,,,,,,,,,,,,
101247890,Solyc12g015710.2,Solanum lycopersicum,probable ribosomal RNA small subunit methyltransferase B(LOC101247890),,,,,,,,,,,,,,
101255033,Solyc01g094790.3,Solanum lycopersicum,"bifunctional L-3-cyanoalanine synthase/cysteine synthase 2, mitochondrial(LOC101255033)",,,,,,,,,,,,,,
101254186,Solyc03g111700.3,Solanum lycopersicum,uncharacterized LOC101254186(LOC101254186),,,,,,,,,,,,,,
101265280,Solyc01g088250.3,Solanum lycopersicum,IQ domain-containing protein(LOC101265280),,,,,,,,,,,,,,
101251908,Solyc08g062760.1,Solanum lycopersicum,proline-rich receptor-like protein kinase PERK8(LOC101251908),,,,,,,,,,,,,,
101247419,Solyc03g114250.3,Solanum lycopersicum,uncharacterized LOC101247419(LOC101247419),,,,,,,,,,,,,,
101254182,Solyc03g114020.3,Solanum lycopersicum,uncharacterized LOC101254182(LOC101254182),,,,,,,,,,,,,,
101268794,Solyc01g067530.3,Solanum lycopersicum,"GTP-binding protein OBGC, chloroplastic(LOC101268794)",,,,,,,,,,,,,,
101246564,Solyc01g087190.3,Solanum lycopersicum,"chaperonin-like RbcX protein 2, chloroplastic(LOC101246564)",,,,,,,,,,,,,,
101267465,Solyc02g093170.3,Solanum lycopersicum,uncharacterized LOC101267465(LOC101267465),,,,,,,,,,,,,,
101268799,Solyc09g072990.3,Solanum lycopersicum,uncharacterized LOC101268799(LOC101268799),,,,,,,,,,,,,,
101247416,Solyc03g116870.3,Solanum lycopersicum,"photosynthetic NDH subunit of subcomplex B 1, chloroplastic(LOC101247416)",,,,,,,,,,,,,,
101247415,Solyc12g094720.2,Solanum lycopersicum,"psbP domain-containing protein 3, chloroplastic(LOC101247415)",,,,,,,,,,,,,,
101247407,Solyc12g009920.1,Solanum lycopersicum,zeatin O-glucosyltransferase-like(LOC101247407),,,,,,,,,,,,,,
101265296,Solyc02g079980.3,Solanum lycopersicum,sulfite exporter TauE/SafE family protein 5(LOC101265296),,,,,,,,,,,,,,
101245227,Solyc11g068870.2,Solanum lycopersicum,nuclear speckle splicing regulatory protein 1(LOC101245227),,,,,,,,,,,,,,
101268326,Solyc10g018590.2,Solanum lycopersicum,"probable plastid-lipid-associated protein 11, chloroplastic(LOC101268326)",,,,,,,,,,,,,,
101246556,Solyc08g074390.3,Solanum lycopersicum,"glucan endo-1,3-beta-glucosidase 6(LOC101246556)",,,,,,,,,,,,,,
101248733,Solyc02g091840.3,Solanum lycopersicum,leucine-rich repeat receptor-like serine/threonine-protein kinase BAM1-like(LOC101248733),,,,,,,,,,,,,,
101256307,Solyc07g043330.2,Solanum lycopersicum,scarecrow-like protein 23(LOC101256307),,,,,,,,,,,,,,
101259818,Solyc03g083060.3,Solanum lycopersicum,myosin-14(LOC101259818),,,,,,,,,,,,,,
778253,Solyc02g089540.3,Solanum lycopersicum,CONSTANS 1(CO1),,,,,,,,,,,,,,
101263081,Solyc02g070230.2,Solanum lycopersicum,primase homolog protein(LOC101263081),,,,,,,,,,,,,,
101253275,Solyc04g008580.3,Solanum lycopersicum,ankyrin repeat domain-containing protein 54(LOC101253275),,,,,,,,,,,,,,
778252,Solyc03g111050.3,Solanum lycopersicum,CONSTANS interacting protein 5(CIP5),,,,,,,,,,,,,,
101266598,Solyc11g069790.2,Solanum lycopersicum,ruBisCO large subunit-binding protein subunit alpha(LOC101266598),,,,,,,,,,,,,,
101263088,Solyc03g062710.3,Solanum lycopersicum,protein NDH-DEPENDENT CYCLIC ELECTRON FLOW 5(LOC101263088),,,,,,,,,,,,,,
101263085,Solyc12g009820.2,Solanum lycopersicum,"monogalactosyldiacylglycerol synthase 2, chloroplastic(LOC101263085)",,,,,,,,,,,,,,
101255450,Solyc02g087850.1,Solanum lycopersicum,uncharacterized protein At3g28850(LOC101255450),,,,,,,,,,,,,,
101266110,Solyc03g118310.3,Solanum lycopersicum,transcription factor ICE1(LOC101266110),,,,,,,,,,,,,,
101246986,Solyc11g027830.2,Solanum lycopersicum,uncharacterized LOC101246986(LOC101246986),,,,,,,,,,,,,,
104646113,Solyc03g006600.1,Solanum lycopersicum,translation initiation factor IF-2(LOC104646113),,,,,,,,,,,,,,
101259804,Solyc02g077750.3,Solanum lycopersicum,protein DEHYDRATION-INDUCED 19(LOC101259804),,,,,,,,,,,,,,
101251088,Solyc05g012620.3,Solanum lycopersicum,"clp protease adapter protein ClpF, chloroplastic(LOC101251088)",,,,,,,,,,,,,,
101258952,Solyc05g009570.3,Solanum lycopersicum,"30S ribosomal protein 3, chloroplastic(LOC101258952)",,,,,,,,,,,,,,
101256771,Solyc04g081210.3,Solanum lycopersicum,SUN family protein SUN14(LOC101256771),,,,,,,,,,,,,,
101255440,Solyc01g109500.3,Solanum lycopersicum,BURP domain protein USPL1(LOC101255440),,,,,,,,,,,,,,
101256774,Solyc05g008230.3,Solanum lycopersicum,U-box domain-containing protein 11(LOC101256774),,,,,,,,,,,,,,
101254112,Solyc07g061940.3,Solanum lycopersicum,"acetolactate synthase 2, chloroplastic-like(LOC101254112)",,,,,,,,,,,,,,
778241,Solyc11g069190.2,Solanum lycopersicum,auxin response factor 4(ARF4),,,,,,,,,,,,,,
101254113,Solyc08g005930.1,Solanum lycopersicum,F-box/kelch-repeat protein SKIP25(LOC101254113),,,,,,,,,,,,,,
101247828,Solyc06g048570.3,Solanum lycopersicum,methylesterase 17(LOC101247828),,,,,,,,,,,,,,
101263098,Solyc03g119630.3,Solanum lycopersicum,uncharacterized LOC101263098(LOC101263098),,,,,,,,,,,,,,
101265274,Solyc09g063030.3,Solanum lycopersicum,CLIP-associated protein-like(LOC101265274),,,,,,,,,,,,,,
101267452,Solyc01g103530.3,Solanum lycopersicum,leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3(LOC101267452),,,,,,,,,,,,,,
544101,Solyc12g017240.2,Solanum lycopersicum,xyloglucan endo-transglycosylase(tXET-B1),,,,,,,,,,,,,,
101246977,Solyc02g032650.3,Solanum lycopersicum,TMV resistance protein N-like(LOC101246977),,,,,,,,,,,,,,
101268788,Solyc09g011480.3,Solanum lycopersicum,rop guanine nucleotide exchange factor 7-like(LOC101268788),,,,,,,,,,,,,,
101246976,Solyc10g078580.1,Solanum lycopersicum,arabinogalactan protein 14(LOC101246976),,,,,,,,,,,,,,
101246975,Solyc02g031750.3,Solanum lycopersicum,lectin(LOC101246975),,,,,,,,,,,,,,
101244313,Solyc09g005860.3,Solanum lycopersicum,ankyrin repeat-containing protein(LOC101244313),,,,,,,,,,,,,,
778234,Solyc12g009560.2,Solanum lycopersicum,EIN3-binding F-box protein 1(EBF1),,,,,,,,,,,,,,
101258509,Solyc02g091390.3,Solanum lycopersicum,uncharacterized LOC101258509(LOC101258509),,,,,,,,,,,,,,
