From,To,Species,Gene Name,Gene stable ID,Transcript stable ID,,,Elements only in List 1 :
101258586,Solyc09g010880.3,Solanum lycopersicum,RHOMBOID-like protein 1(LOC101258586),,,,,
101258107,Solyc01g110110.3,Solanum lycopersicum,cysteine protease RD19A(LOC101258107),,,,,
101267029,Solyc06g074940.3,Solanum lycopersicum,ABC transporter F family member 2(ABCF2),,,,,
101258100,Solyc01g066570.3,Solanum lycopersicum,uncharacterized LOC101258100(LOC101258100),,,,,
101267024,Solyc05g055440.1,Solanum lycopersicum,histone H2B.3-like(LOC101267024),,,,,
101267023,Solyc05g013480.3,Solanum lycopersicum,uncharacterized LOC101267023(LOC101267023),,,,,
101246126,Solyc04g005670.2,Solanum lycopersicum,F-box/kelch-repeat protein SKIP11(LOC101246126),,,,,
101245278,Solyc08g080380.3,Solanum lycopersicum,cytochrome P450 80E6(CYP80E6),,,,,
101245278,Solyc08g080390.3,Solanum lycopersicum,cytochrome P450 80E6(CYP80E6),,,,,
101261722,Solyc07g017610.3,Solanum lycopersicum,alpha-aminoadipic semialdehyde synthase(LOC101261722),,,,,
101246124,Solyc03g112080.1,Solanum lycopersicum,manganese-dependent ADP-ribose/CDP-alcohol diphosphatase(LOC101246124),,,,,
101249632,Solyc04g071710.3,Solanum lycopersicum,protein LIKE COV 2(LOC101249632),,,,,
544174,Solyc01g100830.2,Solanum lycopersicum,UDP-galactose:myo-inositol galactosyltransferase(GolS-1),,,,,
101248770,Solyc04g078640.2,Solanum lycopersicum,DEAR1-like TCP binding protein(LOC101248770),,,,,
101263905,Solyc05g008530.3,Solanum lycopersicum,"sec-independent protein translocase protein TATC, chloroplastic(LOC101263905)",,,,,
101268364,Solyc12g044230.2,Solanum lycopersicum,sulfite exporter TauE/SafE family protein 3(LOC101268364),,,,,
101267030,Solyc06g072550.3,Solanum lycopersicum,CASP-like protein 1F1(LOC101267030),,,,,
101257246,Solyc12g042600.2,Solanum lycopersicum,UDP-glycosyltransferase 73C1(LOC101257246),,,,,
101256399,Solyc07g063100.3,Solanum lycopersicum,proton pump-interactor 1(LOC101256399),,,,,
101259423,Solyc03g118820.3,Solanum lycopersicum,ras-related protein RABA6a(LOC101259423),,,,,
101259428,Solyc04g016400.3,Solanum lycopersicum,probable calcium-binding protein CML50(LOC101259428),,,,,
101260881,Solyc01g094330.3,Solanum lycopersicum,uncharacterized LOC101260881(LOC101260881),,,,,
101251938,Solyc10g078730.2,Solanum lycopersicum,non-structural maintenance of chromosomes element 4 homolog A(LOC101251938),,,,,
101249625,Solyc03g115930.2,Solanum lycopersicum,probable calcium-binding protein CML30(LOC101249625),,,,,
101245267,Solyc07g005480.3,Solanum lycopersicum,formin-like protein 13(LOC101245267),,,,,
101248778,Solyc05g052980.3,Solanum lycopersicum,protein phosphatase 2C 37(LOC101248778),,,,,
544168,Solyc01g104740.3,Solanum lycopersicum,ethylene-responsive transcriptional coactivator(ER24),,,,,
101260888,Solyc02g088800.2,Solanum lycopersicum,exocyst complex component EXO70E2(LOC101260888),,,,,
104648393,Solyc07g052930.3,Solanum lycopersicum,transcription factor bHLH66(LOC104648393),,,,,
101263911,Solyc05g054490.3,Solanum lycopersicum,very-long-chain enoyl-CoA reductase(LOC101263911),,,,,
544163,Solyc07g056570.1,Solanum lycopersicum,9-cis-epoxycarotenoid dioxygenase(NCED1),,,,,
101258529,Solyc03g025380.3,Solanum lycopersicum,peroxidase P7-like(LOC101258529),,,,,
101260846,Solyc08g080910.3,Solanum lycopersicum,glutathione S-transferase T1(LOC101260846),,,,,
101267483,Solyc11g072160.2,Solanum lycopersicum,uncharacterized LOC101267483(LOC101267483),,,,,
101244360,Solyc03g118540.3,Solanum lycopersicum,protein TIFY 6B(LOC101244360),,,,,
101258522,Solyc02g067760.3,Solanum lycopersicum,transcription factor MYB21(MYB21),,,,,
101256343,Solyc11g011130.2,Solanum lycopersicum,THO complex subunit 4D(LOC101256343),,,,,
101255012,Solyc07g066570.3,Solanum lycopersicum,uncharacterized LOC101255012(LOC101255012),,,,,
101258526,Solyc11g071770.1,Solanum lycopersicum,elongation factor-like GTPase 1(LOC101258526),,,,,
101259857,Solyc07g008770.3,Solanum lycopersicum,uncharacterized LOC101259857(LOC101259857),,,,,
101258525,Solyc02g085150.3,Solanum lycopersicum,embryonic protein DC-8(LOC101258525),,,,,
101255491,Solyc04g077580.3,Solanum lycopersicum,phytosulfokines 3-like(LOC101255491),,,,,
101260856,Solyc01g060070.3,Solanum lycopersicum,"outer envelope pore protein 16-2, chloroplastic(LOC101260856)",,,,,
101268338,Solyc02g083460.3,Solanum lycopersicum,aspartyl protease family protein(LOC101268338),,,,,
101254156,Solyc11g012150.2,Solanum lycopersicum,transcription initiation factor IIF subunit alpha(LOC101254156),,,,,
101257664,Solyc05g016310.1,Solanum lycopersicum,aspartyl protease family protein 2(LOC101257664),,,,,
101245208,Solyc10g005460.3,Solanum lycopersicum,transcription factor MYB102-like(LOC101245208),,,,,
101255480,Solyc03g119930.1,Solanum lycopersicum,molybdate transporter 2(LOC101255480),,,,,
101257661,Solyc05g007080.3,Solanum lycopersicum,"alpha-amylase 3, chloroplastic(LOC101257661)",,,,,
101255483,Solyc03g115610.3,Solanum lycopersicum,probable LRR receptor-like serine/threonine-protein kinase At1g74360(LOC101255483),,,,,
101245685,Solyc08g074440.3,Solanum lycopersicum,protein starmaker(LOC101245685),,,,,
101245688,Solyc09g011370.2,Solanum lycopersicum,F-box/LRR-repeat protein 14(LOC101245688),,,,,
101246562,Solyc01g079610.3,Solanum lycopersicum,dnaJ protein ERDJ3B(LOC101246562),,,,,
101246560,Solyc01g057910.3,Solanum lycopersicum,transcription factor MYB78-like(LOC101246560),,,,,
101266131,Solyc06g067970.2,Solanum lycopersicum,uncharacterized LOC101266131(LOC101266131),,,,,
101257211,Solyc09g061290.3,Solanum lycopersicum,transcriptional corepressor LUG2(LUG2),,,,,
101256364,Solyc03g083330.3,Solanum lycopersicum,dipeptidyl aminopeptidase 4(LOC101256364),,,,,
101257698,Solyc01g056850.3,Solanum lycopersicum,CTP synthase(LOC101257698),,,,,
101259874,Solyc09g025250.3,Solanum lycopersicum,S26 Type I signal peptidase family protein(LOC101259874),,,,,
101255038,Solyc01g106500.3,Solanum lycopersicum,receptor-like protein kinase 7(LOC101255038),,,,,
101257699,Solyc09g042250.1,Solanum lycopersicum,"pentatricopeptide repeat-containing protein At1g62670, mitochondrial-like(LOC101257699)",,,,,
101259877,Solyc09g061620.3,Solanum lycopersicum,vesicle-associated membrane protein(LOC101259877),,,,,
101255031,Solyc01g087680.3,Solanum lycopersicum,uncharacterized LOC101255031(LOC101255031),,,,,
101266133,Solyc06g083670.3,Solanum lycopersicum,uncharacterized LOC101266133(LOC101266133),,,,,
101245235,Solyc03g097420.3,Solanum lycopersicum,HVA22-like protein e(LOC101245235),,,,,
101267464,Solyc10g085000.2,Solanum lycopersicum,serine/threonine-protein kinase BSK5(LOC101267464),,,,,
101245233,Solyc03g093890.3,Solanum lycopersicum,R2R3MYB transcription factor 52(LOC101245233),,,,,
101268316,Solyc09g065890.3,Solanum lycopersicum,"phospholipase A1-Igamma2, chloroplastic-like(LOC101268316)",,,,,
101247414,Solyc03g120300.3,Solanum lycopersicum,protein MLN51 homolog(LOC101247414),,,,,
104644831,Solyc12g008950.2,Solanum lycopersicum,uncharacterized LOC104644831(LOC104644831),,,,,
101245220,Solyc02g085870.3,Solanum lycopersicum,3-ketoacyl-CoA synthase 6(CER6),,,,,
101260836,Solyc07g054430.3,Solanum lycopersicum,formimidoyltransferase-cyclodeaminase(LOC101260836),,,,,
101247880,Solyc02g083280.3,Solanum lycopersicum,"thiosulfate sulfurtransferase 16, chloroplastic(LOC101247880)",,,,,
101265293,Solyc10g081560.2,Solanum lycopersicum,tropinone reductase 1(LOC101265293),,,,,
101254178,Solyc12g088230.2,Solanum lycopersicum,CSC1-like protein RXW8(LOC101254178),,,,,
101257689,Solyc08g066770.3,Solanum lycopersicum,ankyrin repeat-containing protein NPR4-like(LOC101257689),,,,,
101255028,Solyc09g060090.3,Solanum lycopersicum,phosphatidylinositol/phosphatidylcholine transfer protein SFH9(LOC101255028),,,,,
101259866,Solyc08g079670.3,Solanum lycopersicum,transmembrane protein 64(LOC101259866),,,,,
101255021,Solyc08g075300.3,Solanum lycopersicum,protein decapping 5(LOC101255021),,,,,
101268321,Solyc01g103570.3,Solanum lycopersicum,bromodomain-containing factor 1(LOC101268321),,,,,
101267475,Solyc11g017470.2,Solanum lycopersicum,NAC domain-containing protein 2-like(LOC101267475),,,,,
778256,Solyc08g006750.3,Solanum lycopersicum,aromatic amino acid decarboxylase 2(AADC2),,,,,
778256,Solyc08g006740.3,Solanum lycopersicum,aromatic amino acid decarboxylase 2(AADC2),,,,,
101257637,Solyc03g034250.3,Solanum lycopersicum,uncharacterized LOC101257637(LOC101257637),,,,,
101260808,Solyc03g116030.3,Solanum lycopersicum,uncharacterized LOC101260808(LOC101260808),,,,,
101256309,Solyc08g006980.3,Solanum lycopersicum,MND1-interacting protein 1-like(LOC101256309),,,,,
544108,Solyc03g020050.3,Solanum lycopersicum,proteinase inhibitor II(cevi57),,,,,
101259816,Solyc03g059490.1,Solanum lycopersicum,LRR receptor-like serine/threonine-protein kinase RPK2-like(LOC101259816),,,,,
544109,Solyc03g113270.3,Solanum lycopersicum,homeobox-leucine zipper protein HAT5-like(VAHOX1),,,,,
101251098,Solyc06g072110.3,Solanum lycopersicum,uncharacterized LOC101251098(LOC101251098),,,,,
544107,Solyc12g044950.2,Solanum lycopersicum,delta(12)-fatty-acid desaturase(cevi19),,,,,
778257,Solyc02g083350.3,Solanum lycopersicum,DNA-directed RNA polymerase II subunit 1(LOC778257),,,,,
101267440,Solyc09g008020.3,Solanum lycopersicum,OTU domain-containing protein DDB_G0284757(LOC101267440),,,,,
101265262,Solyc08g061480.3,Solanum lycopersicum,fatty-acid-binding protein 2(LOC101265262),,,,,
101244329,Solyc10g047290.2,Solanum lycopersicum,probable protein phosphatase 2C 10(LOC101244329),,,,,
101247839,Solyc07g055080.3,Solanum lycopersicum,proteasome subunit alpha type-2-B(LOC101247839),,,,,
101247838,Solyc07g056320.3,Solanum lycopersicum,glycerol-3-phosphate acyltransferase 1(LOC101247838),,,,,
101247830,Solyc06g066680.3,Solanum lycopersicum,mitochondrial arginine transporter BAC2-like(LOC101247830),,,,,
544114,Solyc12g010860.2,Solanum lycopersicum,14-3-3 protein 8(tft8),,,,,
101260811,Solyc04g014810.3,Solanum lycopersicum,U-box domain-containing protein 4-like(LOC101260811),,,,,
101246982,Solyc02g091930.3,Solanum lycopersicum,homeobox-leucine zipper protein HAT22(LOC101246982),,,,,
544112,Solyc12g006850.2,Solanum lycopersicum,potassium channel(LKT1),,,,,
101244325,Solyc01g106340.3,Solanum lycopersicum,fatty acid amide hydrolase-like(LOC101244325),,,,,
101266118,Solyc04g082700.3,Solanum lycopersicum,monosaccharide-sensing protein 2(TMT2),,,,,
101245655,Solyc05g050680.3,Solanum lycopersicum,putative casein kinase II subunit beta-4(LOC101245655),,,,,
101244324,Solyc10g009190.1,Solanum lycopersicum,glycine-rich cell wall structural protein 2-like(LOC101244324),,,,,
101254118,Solyc08g081240.3,Solanum lycopersicum,uncharacterized LOC101254118(LOC101254118),,,,,
101260819,Solyc05g055770.3,Solanum lycopersicum,basic leucine zipper and W2 domain-containing protein 2(LOC101260819),,,,,
101260815,Solyc05g007200.3,Solanum lycopersicum,binding partner of ACD11 1(LOC101260815),,,,,
101268781,Solyc08g082920.3,Solanum lycopersicum,ORM1-like protein 3(LOC101268781),,,,,
101259808,Solyc11g064790.2,Solanum lycopersicum,signal peptide peptidase-like(LOC101259808),,,,,
101260816,Solyc05g011970.3,Solanum lycopersicum,cytochrome P450 CYP749A22-like(LOC101260816),,,,,
101251084,Solyc04g071770.3,Solanum lycopersicum,ethylene-responsive transcription factor ERF84(ERF84),,,,,
101265270,Solyc09g008770.3,Solanum lycopersicum,late embryogenesis abundant protein ECP63(LOC101265270),,,,,
101253266,Solyc12g099900.1,Solanum lycopersicum,scarecrow-like protein 3(LOC101253266),,,,,
101257623,Solyc02g086530.3,Solanum lycopersicum,galactinol--sucrose galactosyltransferase(LOC101257623),,,,,
101258956,Solyc05g053720.3,Solanum lycopersicum,O-fucosyltransferase 1(LOC101258956),,,,,
101257625,Solyc02g082690.3,Solanum lycopersicum,uncharacterized LOC101257625(LOC101257625),,,,,
101253269,Solyc00g007100.3,Solanum lycopersicum,SRSF protein kinase 1(LOC101253269),,,,,
101255446,Solyc10g074690.2,Solanum lycopersicum,uncharacterized LOC101255446(LOC101255446),,,,,
101265279,Solyc09g074250.3,Solanum lycopersicum,receptor-like cytosolic serine/threonine-protein kinase RBK2(LOC101265279),,,,,
101266125,Solyc05g055450.3,Solanum lycopersicum,protein BTR1(LOC101266125),,,,,
101265278,Solyc09g075450.3,Solanum lycopersicum,"fumarate hydratase 1, mitochondrial(LOC101265278)",,,,,
101247825,Solyc06g008620.1,Solanum lycopersicum,uncharacterized LOC101247825(LOC101247825),,,,,
101253261,Solyc03g080100.3,Solanum lycopersicum,heavy metal-associated isoprenylated plant protein 9-like(LOC101253261),,,,,
101246970,Solyc01g107390.3,Solanum lycopersicum,indole-3-acetic acid-amido synthetase GH3.2(GH3.2),,,,,
101245645,Solyc04g080640.1,Solanum lycopersicum,uncharacterized LOC101245645(LOC101245645),,,,,
101244314,Solyc01g058260.3,Solanum lycopersicum,nuclear poly(A) polymerase 3(LOC101244314),,,,,
101268303,Solyc08g078160.3,Solanum lycopersicum,oleosin 1-like(LOC101268303),,,,,
101244799,Solyc09g011420.3,Solanum lycopersicum,NHP2-like protein 1(LOC101244799),,,,,
101244799,Solyc09g092080.3,Solanum lycopersicum,NHP2-like protein 1(LOC101244799),,,,,
101247821,Solyc05g012500.3,Solanum lycopersicum,probable WRKY transcription factor 57(LOC101247821),,,,,
101258506,Solyc02g032940.3,Solanum lycopersicum,aspartic proteinase(LOC101258506),,,,,
101256321,Solyc09g010650.1,Solanum lycopersicum,RING-H2 finger protein ATL33(LOC101256321),,,,,
101255474,Solyc12g049030.1,Solanum lycopersicum,delta(12)-fatty-acid desaturase(SlFAD2-7),,,,,
101258501,Solyc01g109120.3,Solanum lycopersicum,protein JINGUBANG(LOC101258501),,,,,
101258504,Solyc10g062160.2,Solanum lycopersicum,dynamin-related protein 1E-like(LOC101258504),,,,,
101254147,Solyc10g083210.2,Solanum lycopersicum,B3 domain-containing protein At2g36080-like(LOC101254147),,,,,
101256324,Solyc01g066720.3,Solanum lycopersicum,uncharacterized LOC101256324(LOC101256324),,,,,
101256326,Solyc09g065200.3,Solanum lycopersicum,cyclin-P3-1(LOC101256326),,,,,
101266576,Solyc10g079370.2,Solanum lycopersicum,transcription initiation factor IIB-2(LOC101266576),,,,,
101244343,Solyc03g007040.3,Solanum lycopersicum,K(+) efflux antiporter 5(LOC101244343),,,,,
101246521,Solyc03g115870.3,Solanum lycopersicum,"thioredoxin-like 1-2, chloroplastic(LOC101246521)",,,,,
101268751,Solyc12g097000.2,Solanum lycopersicum,TMV resistance protein N-like(LOC101268751),,,,,
101245672,Solyc07g053910.3,Solanum lycopersicum,probable serine/threonine-protein kinase At1g54610(LOC101245672),,,,,
101268752,Solyc12g095880.2,Solanum lycopersicum,ATP-dependent 6-phosphofructokinase 3-like(LOC101268752),,,,,
778223,Solyc06g005160.3,Solanum lycopersicum,cytosolic ascorbate peroxidase 1(APX1),,,,,
778224,Solyc06g005150.3,Solanum lycopersicum,cytosolic ascorbate peroxidase 2(APX2),,,,,
101256794,Solyc08g082310.3,Solanum lycopersicum,putative RING-H2 finger protein ATL21A(LOC101256794),,,,,
101263073,Solyc02g080120.2,Solanum lycopersicum,gibberellin 2-beta-dioxygenase 8(LOC101263073),,,,,
101253287,Solyc05g051690.3,Solanum lycopersicum,cell number regulator 6-like(LOC101253287),,,,,
101255466,Solyc03g007340.3,Solanum lycopersicum,uncharacterized LOC101255466(LOC101255466),,,,,
101254137,Solyc01g108880.3,Solanum lycopersicum,protein DMR6-LIKE OXYGENASE 2(LOC101254137),,,,,
101256799,Solyc09g011310.3,Solanum lycopersicum,PRA1 family protein A1(LOC101256799),,,,,
101244339,Solyc02g062590.3,Solanum lycopersicum,galactinol synthase 2-like(LOC101244339),,,,,
101247847,Solyc01g005980.3,Solanum lycopersicum,uncharacterized LOC101247847(LOC101247847),,,,,
101266584,Solyc11g008280.2,Solanum lycopersicum,serine carboxypeptidase-like(LOC101266584),,,,,
101255460,Solyc11g066040.2,Solanum lycopersicum,U-box domain-containing protein 13(LOC101255460),,,,,
101246992,Solyc02g068660.2,Solanum lycopersicum,wall-associated receptor kinase-like 1(LOC101246992),,,,,
101244336,Solyc11g008390.2,Solanum lycopersicum,U-box domain-containing protein 14(LOC101244336),,,,,
101247846,Solyc09g020000.3,Solanum lycopersicum,uncharacterized LOC101247846(LOC101247846),,,,,
101267436,Solyc01g006890.3,Solanum lycopersicum,uncharacterized LOC101267436(LOC101267436),,,,,
101258927,Solyc12g056630.2,Solanum lycopersicum,uncharacterized LOC101258927(LOC101258927),,,,,
101254569,Solyc03g019950.3,Solanum lycopersicum,uncharacterized LOC101254569(LOC101254569),,,,,
101256748,Solyc03g031790.1,Solanum lycopersicum,probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3B(LOC101256748),,,,,
101251053,Solyc11g010850.2,Solanum lycopersicum,1-deoxy-D-xylulose 5-phosphate synthase 2(dxs2),,,,,
544148,Solyc10g055810.2,Solanum lycopersicum,chitinase(CHI9),,,,,
778214,Solyc10g075100.2,Solanum lycopersicum,non-specific lipid transfer protein(ltpg1),,,,,
544149,Solyc02g082920.3,Solanum lycopersicum,chitinase(CHI3),,,,,
101256743,Solyc02g063160.3,Solanum lycopersicum,caffeoylshikimate esterase(LOC101256743),,,,,
101255895,Solyc06g065100.3,Solanum lycopersicum,myb-related protein 330(LOC101255895),,,,,
101256744,Solyc02g085590.3,Solanum lycopersicum,vicilin-like seed storage protein At2g18540(LOC101256744),,,,,
101244769,Solyc04g072640.3,Solanum lycopersicum,membrane-anchored ubiquitin-fold protein 3(LOC101244769),,,,,
101266554,Solyc09g014610.3,Solanum lycopersicum,S-type anion channel SLAH2-like(LOC101266554),,,,,
101262195,Solyc03g120700.3,Solanum lycopersicum,conserved oligomeric Golgi complex subunit 1(LOC101262195),,,,,
100820704,Solyc11g044560.2,Solanum lycopersicum,ABA responsive transcription factor(ABF4),,,,,
101252381,Solyc04g011810.1,Solanum lycopersicum,monothiol glutaredoxin-S1-like(LOC101252381),,,,,
544157,Solyc01g095150.3,Solanum lycopersicum,late embryogenesis (Lea)-like protein(LEA14),,,,,
101246944,Solyc08g006660.1,Solanum lycopersicum,conserved oligomeric Golgi complex subunit 2(LOC101246944),,,,,
101245612,Solyc02g072150.3,Solanum lycopersicum,"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 7(LOC101245612)",,,,,
544153,Solyc04g074480.3,Solanum lycopersicum,phospho-2-dehydro-3-deoxyheptonate aldolase(LOC544153),,,,,
101265227,Solyc04g054890.3,Solanum lycopersicum,"acyl-coenzyme A oxidase 2, peroxisomal(LOC101265227)",,,,,
101254558,Solyc02g071740.3,Solanum lycopersicum,integrin-linked protein kinase 1-like(LOC101254558),,,,,
101258913,Solyc02g078900.3,Solanum lycopersicum,"internal alternative NAD(P)H-ubiquinone oxidoreductase A1, mitochondrial(LOC101258913)",,,,,
101255407,Solyc06g076970.3,Solanum lycopersicum,peptidyl-prolyl cis-trans isomerase CYP19-4(LOC101255407),,,,,
101253229,Solyc01g104080.3,Solanum lycopersicum,uncharacterized LOC101253229(LOC101253229),,,,,
101251042,Solyc10g017570.3,Solanum lycopersicum,(+)-neomenthol dehydrogenase(LOC101251042),,,,,
101255883,Solyc05g006980.3,Solanum lycopersicum,homeobox-leucine zipper protein HAT5(LOC101255883),,,,,
101254552,Solyc11g011040.2,Solanum lycopersicum,ADP-ribosylation factor-like protein 8c(LOC101254552),,,,,
101255401,Solyc05g051570.3,Solanum lycopersicum,ras-related protein RABH1e(LOC101255401),,,,,
101258910,Solyc10g086420.1,Solanum lycopersicum,uncharacterized LOC101258910(LOC101258910),,,,,
101266568,Solyc01g110380.3,Solanum lycopersicum,kinesin-like protein KIN-7E(LOC101266568),,,,,
101244758,Solyc03g116480.1,Solanum lycopersicum,F-box protein At5g49610(LOC101244758),,,,,
101244756,Solyc03g117030.2,Solanum lycopersicum,probable CCR4-associated factor 1 homolog 7(LOC101244756),,,,,
101268749,Solyc12g089020.2,Solanum lycopersicum,LysM receptor-like kinase(Lyk6),,,,,
101263054,Solyc01g088090.3,Solanum lycopersicum,"pheophytinase, chloroplastic(LOC101263054)",,,,,
544146,Solyc02g061770.3,Solanum lycopersicum,chitinase(CHI14),,,,,
544147,Solyc02g082930.3,Solanum lycopersicum,chitinase(CHI17),,,,,
101267893,Solyc05g055400.3,Solanum lycopersicum,cytochrome P450 7719(CYP77A19),,,,,
101250190,Solyc12g010430.1,Solanum lycopersicum,uncharacterized LOC101250190(LOC101250190),,,,,
101245601,Solyc10g084000.2,Solanum lycopersicum,heavy metal-associated isoprenylated plant protein 3(LOC101245601),,,,,
100037731,Solyc01g090430.3,Solanum lycopersicum,NRC1(LOC100037731),,,,,
101246930,Solyc06g048520.3,Solanum lycopersicum,E3 ubiquitin-protein ligase RNFT1-like(LOC101246930),,,,,
101255437,Solyc10g006020.3,Solanum lycopersicum,mitochondrial import inner membrane translocase subunit TIM50(LOC101255437),,,,,
544127,Solyc10g083610.2,Solanum lycopersicum,ethylene-inducible CTR1-like protein kinase(CTR1),,,,,
101254582,Solyc03g117675.1,Solanum lycopersicum,uncharacterized LOC101254582(LOC101254582),,,,,
101254583,Solyc06g082560.2,Solanum lycopersicum,chaperone protein ClpB1(LOC101254583),,,,,
101254583,Solyc03g115230.3,Solanum lycopersicum,chaperone protein ClpB1(LOC101254583),,,,,
101254101,Solyc06g075790.3,Solanum lycopersicum,uncharacterized LOC101254101(LOC101254101),,,,,
101256765,Solyc04g008310.2,Solanum lycopersicum,zeatin O-xylosyltransferase-like(LOC101256765),,,,,
101253258,Solyc12g013960.2,Solanum lycopersicum,uncharacterized LOC101253258(LOC101253258),,,,,
101247816,Solyc04g081960.1,Solanum lycopersicum,uncharacterized protein At1g76070(LOC101247816),,,,,
101263023,Solyc05g009720.3,Solanum lycopersicum,transcription factor HHO2(LOC101263023),,,,,
101244789,Solyc07g064720.3,Solanum lycopersicum,GDSL esterase/lipase At5g55050-like(LOC101244789),,,,,
101266532,Solyc07g007930.3,Solanum lycopersicum,probable galactinol--sucrose galactosyltransferase 6(LOC101266532),,,,,
101247814,Solyc04g071600.3,Solanum lycopersicum,abscisic stress-ripening protein 3-like(LOC101247814),,,,,
101268718,Solyc09g075260.3,Solanum lycopersicum,uncharacterized protein At5g01610-like(LOC101268718),,,,,
101263022,Solyc05g008480.3,Solanum lycopersicum,probable histone chaperone ASF1A(LOC101263022),,,,,
101244309,Solyc08g076910.3,Solanum lycopersicum,ubiquitin carboxyl-terminal hydrolase 20(LOC101244309),,,,,
101247819,Solyc05g005200.3,Solanum lycopersicum,pyrrolidone-carboxylate peptidase(LOC101247819),,,,,
101254581,Solyc03g119970.3,Solanum lycopersicum,plastidic ATP/ADP-transporter-like(LOC101254581),,,,,
101246962,Solyc01g094200.3,Solanum lycopersicum,"NAD-dependent malic enzyme 59 kDa isoform, mitochondrial(LOC101246962)",,,,,
101246961,Solyc09g083440.3,Solanum lycopersicum,wound-induced proteinase inhibitor 1(LOC101246961),,,,,
101267862,Solyc02g069580.3,Solanum lycopersicum,UDP-arabinose 4-epimerase 1(LOC101267862),,,,,
101245634,Solyc03g114360.3,Solanum lycopersicum,probable inactive poly [ADP-ribose] polymerase SRO5(LOC101245634),,,,,
544131,Solyc10g081170.2,Solanum lycopersicum,calmodulin 2(CaM2),,,,,
101266537,Solyc07g064900.3,Solanum lycopersicum,uncharacterized LOC101266537(LOC101266537),,,,,
101245632,Solyc03g116990.1,Solanum lycopersicum,protein transport protein Sec61 subunit beta(LOC101245632),,,,,
101264358,Solyc09g011660.3,Solanum lycopersicum,universal stress protein PHOS32(LOC101264358),,,,,
101258938,Solyc03g111510.3,Solanum lycopersicum,E3 ubiquitin-protein ligase AIRP2-like(LOC101258938),,,,,
101251066,Solyc12g010520.2,Solanum lycopersicum,eukaryotic peptide chain release factor subunit 1-3(LOC101251066),,,,,
101258930,Solyc12g099600.2,Solanum lycopersicum,probable protein phosphatase 2C 40(LOC101258930),,,,,
101264360,Solyc09g009390.3,Solanum lycopersicum,monodehydroascorbate reductase(AFRR),,,,,
101255423,Solyc09g010660.3,Solanum lycopersicum,beta-glucuronosyltransferase GlcAT14C(LOC101255423),,,,,
101265698,Solyc11g010370.1,Solanum lycopersicum,putative clathrin assembly protein At4g40080(LOC101265698),,,,,
101266542,Solyc08g068710.1,Solanum lycopersicum,tyramine N-feruloyltransferase 4/11-like(LOC101266542),,,,,
101268729,Solyc10g076250.2,Solanum lycopersicum,"alanine--glyoxylate aminotransferase 2 homolog 2, mitochondrial(LOC101268729)",,,,,
101263030,Solyc06g036110.1,Solanum lycopersicum,uncharacterized LOC101263030(LOC101263030),,,,,
101247807,Solyc04g009960.3,Solanum lycopersicum,probable low-specificity L-threonine aldolase 1(LOC101247807),,,,,
101245623,Solyc12g005730.2,Solanum lycopersicum,uncharacterized LOC101245623(LOC101245623),,,,,
101246954,Solyc09g007790.1,Solanum lycopersicum,uncharacterized LOC101246954(LOC101246954),,,,,
101244774,Solyc06g035520.3,Solanum lycopersicum,probable carboxylesterase 120(LOC101244774),,,,,
101249177,Solyc06g009770.1,Solanum lycopersicum,uncharacterized LOC101249177(LOC101249177),,,,,
543779,Solyc03g121070.3,Solanum lycopersicum,hexokinase(hxk1),,,,,
101255856,Solyc02g063250.3,Solanum lycopersicum,peptide methionine sulfoxide reductase(LOC101255856),,,,,
101251498,Solyc01g010700.3,Solanum lycopersicum,SNF1-related protein kinase regulatory subunit gamma-1-like(LOC101251498),,,,,
101252343,Solyc02g091660.3,Solanum lycopersicum,transcription factor GTE7(LOC101252343),,,,,
101250165,Solyc01g104775.1,Solanum lycopersicum,actin(LOC101250165),,,,,
101253674,Solyc03g116630.3,Solanum lycopersicum,uncharacterized LOC101253674(LOC101253674),,,,,
101252348,Solyc11g012090.2,Solanum lycopersicum,transcription initiation factor TFIID subunit 11-like(LOC101252348),,,,,
101264330,Solyc06g009390.3,Solanum lycopersicum,probable protein phosphatase 2C 47(LOC101264330),,,,,
101263483,Solyc02g068490.3,Solanum lycopersicum,copper-transporting ATPase RAN1(LOC101263483),,,,,
101266991,Solyc02g078540.3,Solanum lycopersicum,clathrin light chain 1(LOC101266991),,,,,
543784,Solyc09g091780.3,Solanum lycopersicum,p27KIP1-related-protein 1(krp1),,,,,
101267840,Solyc09g064200.3,Solanum lycopersicum,myosin-6-like(LOC101267840),,,,,
101263489,Solyc12g008660.1,Solanum lycopersicum,zinc finger CCCH domain-containing protein 20(LOC101263489),,,,,
104644452,Solyc11g006750.1,Solanum lycopersicum,"uncharacterized protein At2g27730, mitochondrial(LOC104644452)",,,,,
101255847,Solyc02g089060.3,Solanum lycopersicum,"putative methylesterase 11, chloroplastic(LOC101255847)",,,,,
101254517,Solyc01g014840.3,Solanum lycopersicum,TMV resistance protein N-like(LOC101254517),,,,,
101254991,Solyc04g063380.3,Solanum lycopersicum,F-box protein SKP2B(LOC101254991),,,,,
101249161,Solyc03g121270.3,Solanum lycopersicum,IAA-amino acid hydrolase ILR1-like 4(LOC101249161),,,,,
